id,text,true_label,bert_label,bert_prob_fake,bert_prob_real
287,Cleveland Whiskey Collaborates with Cleveland Clinic to Supply Hand Sanitizer to the Health System,0,0,0.00041891003,0.99958104
288,Lack of Paid Sick Leave a Coronavirus Threat,0,0,0.00040032974,0.99959964
289,Another COVID-19 Vaccine Being Tested in Mice,0,0,0.00029562434,0.9997043
290,The WHO coronavirus test Òwas a bad test.Ó,1,1,0.99925524,0.00074470916
291,The mortality rate for the flu is Òright aroundÓ that of the new coronavirus,1,0,0.042512834,0.95748717
292,New Coronavirus May be Cause of Outbreak in China,0,0,0.0003324429,0.9996675
293,"Novel Coronavirus May Be Transmitted via FMT, FDA Warns",0,0,0.00040916473,0.9995908
294,"""Can pets at home spread the new #coronavirus (2019-nCoV)?""",0,0,0.0011058326,0.99889416
295,"""Can the #2019nCoV be transmitted from person to person?""",0,0,0.0012152588,0.9987847
296,"Global leaders unite to ensure everyone everywhere can access new vaccines, tests and treatments for COVID-19",0,0,0.00042578514,0.99957424
297,Losing Your Sense of Smell May Be an Early Symptom of COVID-19,0,0,0.002416628,0.9975834
298,Boiled orange peels with cayenne pepper are a cure for coronavirus.,1,1,0.999137,0.0008630575
299,Sesame Street Eases Kids’ Fears Through Meditation,0,0,0.0003476188,0.9996524
300,Hong Kong Has Spike in Coronavirus Cases,0,0,0.00056968734,0.99943024
301,"""You can catch coronavirus from eating Chinese food in the US""",1,0,0.37918618,0.6208137
302,"The Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase.",1,1,0.9990226,0.000977376
303,"If You’re Worried About the New Coronavirus, Here’s How to Protect Yourself",0,0,0.0006413345,0.9993587
304,"ÒWeÕve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.Ó",1,1,0.9992072,0.0007928632
305,"COVID-19: 'Striking' Rates of Anxiety, Depression in HCPs",0,0,0.00023634102,0.99976367
306,COVID-19 Pneumonia: Only Some Cases Are Like Severe ARDS,0,0,0.0003366179,0.99966335
307,Recommended Precautions for Preventing Spread of COVID-19 in Election Polling Locations,0,0,0.00026745326,0.99973255
308,Says video shows Òthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.Ó,1,1,0.99925154,0.00074840337
309,NCHS Mortality Surveillance Data,0,0,0.0002644377,0.99973553
310,"CMS Loosens Telehealth, Clinician Scope-of-Practice Rules",0,0,0.00026164172,0.9997384
311,"""I can’t access my contraceptive method of choice. What do you advise?""",0,0,0.00071138825,0.99928856
312,"Says that under order from Gov. Tony Evers, he and his eight children canÕt legally have dinner together anymore.",1,1,0.9991968,0.00080323213
313,"COVID-19: China’s early travel ban may have averted 700,000 cases",0,0,0.00054071133,0.9994593
314,"COVID-19 Registry Tracks Pregnant Women, Newborns",0,0,0.00022468316,0.99977535
315,COMMENTARY: Prioritizing Ambulatory Gynecology Care During COVID-19: The Latest Guidance,0,0,0.00021020151,0.9997898
316,Controversial Studies Find COVID-19 May Be Far More Widespread Than Previously Known,0,0,0.0007999011,0.99920017
317,Acute Stroke Care During COVID-19: AHA's Emergency Strategy,0,0,0.00022692217,0.9997731
318,Coronavirus research: Woman with no symptoms infects five people,0,0,0.00029838854,0.99970156
319,COVID-19: Study estimates rate of 'silent transmission',0,0,0.00026205837,0.9997379
320,Letter from the Editor: The importance of accurate reporting,0,0,0.00029325258,0.9997067
321,Cleveland Clinic Offers Free COVID-19 Online Screening Tool,0,0,0.00023847417,0.9997615
322,Donating blood in the U.S. can get you a novel coronavirus test.,1,1,0.9985257,0.0014743529
323,Paper Towels Beat Air Dryers Against Viruses,0,0,0.00038390374,0.999616
324,Vaccine candidate against SARS-CoV-2 being tested,0,0,0.0003595729,0.99964046
325,How to Exercise at Home If You’re Avoiding the Gym During the COVID-19 Outbreak,0,0,0.00026721542,0.9997328
326,Is blood type linked to coronavirus infection risk?,0,0,0.0006183877,0.99938154
327,Side Effects Halt Use of Chloroquine Vs. COVID-19,0,0,0.00068897364,0.999311
328,Medical Helpline Calls Soar as COVID-19 Spreads,0,0,0.00025643027,0.9997435
329,"""LA County sheriff’s deputies arrested a paddle boarder for violating the state’s stay-at-home order""",0,0,0.47947982,0.5205202
330,COVID-19 and rheumatoid arthritis: Risks and precautions,0,0,0.00025024734,0.9997497
331,"Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine, citing specific patent numbers.",1,1,0.99912876,0.0008712153
332,NYC did implement a citywide quarantine.,1,1,0.9991153,0.00088468724
333,Coping With Budget Stress During the Pandemic,0,0,0.0002629175,0.9997371
334,COVID-19 Guidance for Shared or Congregate Housing,0,0,0.00024623566,0.9997538
335,"""Updated WHO Information Note: Ensuring continuity of TB services during the COVID-19 pandemic""",0,0,0.00028593172,0.9997141
336,Ò[The coronavirus is] ÔnewÕ yet it was lab-created and patented in 2015Ó.,1,1,0.99921227,0.0007877655
337,"""Can eating garlic help prevent infection with the new coronavirus?""",0,0,0.0009860947,0.9990139
338,"COVID-19: Social distancing, drug trials offer hope",0,0,0.00023399679,0.99976605
339,Donating plasma or blood is free testing for the coronavirus.,1,1,0.9988771,0.0011228936
340,Downloadable Videos,0,0,0.00047951457,0.99952054
341,Phage Capsid Against Influenza: Perfectly Fitting Inhibitor Prevents Viral Infection,0,0,0.00028681167,0.9997131
342,COVID-19 Likely Seasonal,0,0,0.00025269628,0.99974734
343,Expert tips on coping with stress and anxiety during a pandemic,0,0,0.00022534026,0.99977463
344,Black people are immune to the coronavirus.,1,1,0.999159,0.0008409959
345,"ÒWhile all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryptionÓ which means Òthe government will be able to see all of your messages and listen to all of your calls.Ó",1,1,0.99919564,0.0008043695
346,'Larger Than Life' Physician Stephen Schwartz Dies of COVID-19,0,0,0.00095195323,0.99904805
347,"""Are stay-at-home orders 'laws,' as Jay Inslee said?""",0,0,0.0020392789,0.9979607
348,"""Hand dryers kill coronavirus""",1,1,0.9987942,0.0012058326
349,A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis.,1,1,0.9991379,0.0008620745
350,3 U.S. Airports to Screen for Chinese Coronavirus,0,0,0.0011981124,0.9988018
351,"COMMENTARY: Dermatologist First, Businessman Second: Life During COVID-19",0,0,0.00035088306,0.99964917
352,Eating bananas prevents coronavirus.,1,1,0.9990976,0.0009024312
353,"""Azerbaijan steps up COVID-19 preparedness and readiness measures, welcoming WHO mission""",0,0,0.0004026564,0.9995974
354,"""What are the International Health Regulations?""",0,0,0.0006816725,0.99931836
355,NYC Ambulances Won't Take Cardiac Arrest Patients,0,0,0.00032034042,0.9996797
356,There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.,1,1,0.9991819,0.0008181106
357,"Coronavirus Daily Digest: April 2, 2020",0,0,0.00032667117,0.99967337
358,ACC Cancels Scientific Sessions Over Novel Coronavirus,0,0,0.0003227536,0.9996773
359,Two Rare Neurologic Conditions Linked to COVID-19,0,0,0.0004816702,0.9995184
360,Coronaviruses: How long can they survive on surfaces?,0,0,0.0003111446,0.99968886
361,Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),0,0,0.0002976444,0.9997023
362,NIAID strategic plan details COVID-19 research priorities,0,0,0.00021294419,0.99978703
363,Data shows a massive release of sulfur dioxide gas near Wuhan.,1,1,0.999094,0.0009060226
364,COMMENTARY: Social Distancing via TikTok: Education During COVID-19,0,0,0.00030753718,0.99969244
365,FDA OKs Ventilator Sharing,0,0,0.0003598462,0.9996401
366,What to know about Klebsiella pneumoniae,0,0,0.00030469752,0.9996953
367,Says Nancy Pelosi was Òcaught trying to include abortion funding in bill to combat coronavirus.Ó,1,1,0.9992637,0.0007363342
368,Healthcare Professional Preparedness Checklist For Transport and Arrival of Patients With Confirmed or Possible COVID-19,0,0,0.00026599786,0.999734
369,The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,1,1,0.9991667,0.0008332851
370,Confirmation of COVID-19 in Two Pet Cats in New York,0,0,0.0003035731,0.9996965
371,Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask.,1,1,0.9992287,0.0007712333
372,The April 22 jump in COVID-19 cases in the United States was related to the election.,1,1,0.9987808,0.0012192137
373,Commentary: What Neurologists Can Expect From COVID-19,0,0,0.00026102999,0.999739
374,What Is the Cost of Getting Tested and Treated for the Coronavirus?,0,0,0.00034156244,0.99965847
375,"""New WHO tools for supplies and to help hospitals manage surge in COVID-19 patients""",0,0,0.00029829072,0.9997017
376,How to Sanitize N95 Masks for Reuse: NIH Study,0,0,0.00035812924,0.9996419
377,"""Should pregnant women be tested for COVID-19?""",0,0,0.0007809009,0.99921906
378,Lessons From the HIV Epidemic for the COVID-19 Pandemic,0,0,0.00023489112,0.9997651
379,FDA Face Mask and Respirator Policy in COVID-19 (2020),0,0,0.00029730095,0.99970263
380,Protect Yourself and Others from COVID-19 When Visiting Parks and Recreational Facilities,0,0,0.00026912792,0.9997309
381,COVID-19 Deaths in Italy a Lesson for the US,0,0,0.00032844834,0.9996716
382,Trending Clinical Topic: Ventilators,0,0,0.00023245379,0.9997676
383,Data Visualization,0,0,0.00044277185,0.9995572
384,Training for Healthcare Professionals,0,0,0.00022492986,0.9997751
385,COVID-19Surge,0,0,0.0003384765,0.99966156
386,What Transit Maintenance Workers Need to Know About COVID-19,0,0,0.00023716221,0.99976283
387,"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weÕve been making.",1,1,0.99893695,0.0010630946
388,"""WHO guidelines to help European countries maintain essential health services during the COVID 19 pandemic""",0,0,0.00026429933,0.99973565
389,COMMENTARY: NYU Med Student Joins COVID Fight: 'Time to Step Up',0,0,0.00024363231,0.9997564
390,What to Know as Flu Season Nears Peak,0,0,0.0002347512,0.9997652
391,"""Can patients with suspected and confirmed nCoV infection be cohorted in the same room?""",0,0,0.0006856358,0.9993144
392,Retirement Communities and Independent Living Facilities,0,0,0.00025039987,0.9997496
393,Deforestation may drive animal-to-human infections,0,0,0.0007111937,0.9992888
394,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,1,1,0.9991025,0.0008975087
395,"""WHO’s COVID19 technical support to Egypt""",0,0,0.00039620564,0.9996038
396,Institutes of Higher Education Checklist,0,0,0.0003013478,0.99969864
397,Bar Owner Removes Cash From Walls to Pay Staff,0,0,0.00040469752,0.99959534
398,COMMENTARY: Healthcare Workers Should Wear Reusable Elastomeric Masks,0,0,0.00024333467,0.99975663
399,Preventing the Spread of Coronavirus Disease 2019 in Homes and Residential Communities,0,0,0.00024459168,0.99975544
400,"A photo taken by a journalist showing a beach in Jacksonville, Florida, isnÕt from after the government reopened the beach as news reports have claimed.",1,1,0.99918836,0.0008116107
401,A Step-by-Step Guide to Preventing PPE-Related Skin Damage,0,0,0.00043042598,0.9995696
402,Sleep Troubles Hit Health Care Workers,0,0,0.00023025543,0.99976975
403,Stress and Coping,0,0,0.00034072742,0.9996593
404,News photo from stay-at-home protest was doctored to add Confederate flag.,1,1,0.9991385,0.0008614602
405,"President Donald Trump claims he ÒdidnÕt say thatÓ some of the medical equipment that governors are requesting, they donÕt actually need.",1,1,0.9991518,0.0008482178
406,The health insurance industry has Òagreed to waive all co-payments for coronavirus treatments.Ó,1,1,0.99925715,0.0007428876
407,COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.,1,1,0.9981352,0.0018647459
408,"Consensus Statement on Chest Imaging in Patients with COVID-19 (Fleischner Society, 2020)",0,0,0.00028318702,0.9997168
409,Assessing & Managing Risk Based on Different Exposures to COVID-19,0,0,0.00028947007,0.9997105
410,Hopes for Pandemic Respite This Spring May Depend Upon What Happens Indoors,0,0,0.0002871151,0.9997129
411,"A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the Òleast deadly virus.Ó",1,1,0.99923444,0.00076560164
412,The novel coronavirus is not new.,1,1,0.9985689,0.0014310516
413,ÒMichigan Governor Gretchen Whitmer bans buying US flags during lockdown.Ó,1,1,0.9992567,0.0007432635
414,U.S. State and Local Public Health Laboratories Reporting to CDC,0,0,0.00027665176,0.9997234
415,COVID-19 and celiac disease: Risks and precautions,0,0,0.000240815,0.99975914
416,Grandpa’s Social Distance Dance-Off a Treat,0,0,0.00042265732,0.99957734
417,It’s Critical Parents Make Kids Follow Social Distancing Guidelines,0,0,0.00034475754,0.99965525
418,Why Soaking Up the Sun to Treat COVID-19 Isn’t a Bright Idea,0,0,0.0005353078,0.9994647
419,Clean & Disinfect,0,0,0.00063963415,0.9993604
420,?rump said ?undreds?of governors are calling him? we only have 50.?,1,1,0.99523664,0.004763394
421,NCHS Mortality Surveillance Data,0,0,0.0002644377,0.99973553
422,Community Mitigation,0,0,0.00046085296,0.99953914
423,COVID-19 Crisis Exposes Resident Abuse,0,0,0.00021233877,0.9997876
424,Strategies for Optimizing the Supply of N95 Respirators: Contingency Capacity Strategies,0,0,0.00025028698,0.9997497
425,"""“China shows COVID-19 responses must be tailored to the local context”""",0,0,0.0017984709,0.9982015
426,Birx: Social Distancing Will Last Through Summer,0,0,0.0005431046,0.99945694
427,ÒBill Gates told us about the coronavirus in 2015.Ó,1,1,0.9992822,0.0007178101
428,"""WHO and UNICEF to partner on pandemic response through COVID-19 Solidarity Response Fund""",0,0,0.00039015507,0.9996099
429,"What Happens as More Police, Firefighters, and Paramedics Get Sick with COVID-19?",0,0,0.0004313956,0.99956864
430,Mayo Clinic Laboratories significantly expands testing capability for the COVID-19 virus,0,0,0.00026616582,0.99973387
431,"Up to 50,000 Kids May Be Hospitalized With COVID",0,0,0.0011152979,0.99888474
432,American fast-food chain HardeeÕs is advising truckers to walk up to drive-thrus during coronavirus pandemic.,1,1,0.999173,0.000826927
433,"""Virginia lags in coronavirus testing, as Mayor LeVar Stoney says""",0,0,0.22477089,0.77522916
434,Initial lack of evidence for human-to-human COVID-19 transmission unusual.,1,1,0.99764305,0.002356894
435,Israeli recipe for lemon and bicarbonate drink is a coronavirus cure.,1,1,0.9991848,0.0008152153
436,Obesity New Risk Factor for Young COVID Patients,0,0,0.00022693256,0.9997731
437,Interim Operational Considerations for Public Health Management of Healthcare Workers Exposed to or Infected with COVID-19: non-US Healthcare Settings,0,0,0.00022232668,0.99977773
438,Antiviral drug baloxavir reduces transmission of flu virus among ferrets,0,0,0.00041128098,0.9995888
439,Travelers Returning from Cruise Ship and River Cruise Voyages,0,0,0.0003432928,0.9996567
440,Can the Flu Shot Help Fight Cancer?,0,0,0.003606753,0.99639326
441,"Remdesivir Now 'Standard of Care' for COVID-19, Fauci Says",0,0,0.00044578046,0.9995542
442,President Donald Trump Òwill evoke (sic) what is called the Stafford actÓ and Òorder a two week mandatory quarantine for the nation.Ó,1,1,0.99923384,0.00076613505
443,Coronavirus Has Killed Thousands at Nursing Homes,0,0,0.0009333685,0.99906665
444,"""What should be the criteria for excluding an athlete or other accredited participant from competing?""",0,0,0.00046476937,0.9995352
445,These at-home Coronavirus testing kits are real.,1,1,0.99852186,0.0014782049
446,Financial Toxicity Is Common With Gynecologic Cancers,0,0,0.0003763988,0.99962354
447,Hair Weaves And Lace Front Wigs Made In China Likely To Contain coronavirus.,1,1,0.99894005,0.0010599752
448,Alternative Care Sites,0,0,0.00032271515,0.9996773
449,Some Could Show COVID-19 Symptoms After Quarantine,0,0,0.00087197067,0.99912804
450,"ÒSo Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.Ó",1,1,0.9992269,0.000773123
451,ÒCOVID-19 started because we eat animals.Ó,1,1,0.9992329,0.00076708256
452,COVID-19 stimulus checks are an advance on 2020 tax refunds.,1,1,0.9986712,0.001328822
453,A picture of a reporter in protective medical gear is an example of how the American media ÒhypesÓ the COVID-19 pandemic.,1,1,0.9989926,0.0010073176
454,People Experiencing Unsheltered Homelessness Interim Guidance,0,0,0.00023966402,0.9997603
455,"Global Appeal to MI, Stroke Patients to Seek Care Amid Pandemic",0,0,0.00024959876,0.99975044
456,"""Fact-checking Trump campaign claim on Biden’s 2009 swine flu comments""",0,0,0.0014455691,0.9985544
457,"""What can I do to protect myself from #COVID19?""",0,0,0.00079128344,0.99920875
458,European Heart Rhythm Association Cancels March Congress,0,0,0.00036942,0.9996306
459,Strategies for Optimizing the Supply of PPE,0,0,0.0002708572,0.9997291
460,How close is a COVID-19 vaccine? Prof. Martin Bachmann on stopping a pandemic,0,0,0.00047616626,0.9995239
461,"USMLE Tests Resume May 1, Sparking Student Concerns",0,0,0.00034131162,0.9996587
462,"ÒMan visited Albany, N.Y., days before dying from coronavirus.Ó",1,1,0.9991347,0.0008653199
463,15 minutes in a sauna will kill the coronavirus.,1,1,0.9991153,0.0008847083
464,"""Study now says Wis. coronavirus cases will peak April 26. But that’s not the date that went viral.""",0,0,0.08398656,0.9160134
465,"Whole Genome of Novel Coronavirus, 2019-nCoV, Sequenced",0,0,0.00042276955,0.9995772
466,Remdesivir prevents MERS coronavirus disease in monkeys,0,0,0.0004442912,0.99955565
467,In South Florida Òall children and adults must remain in their homesÓ due to coronavirus.,1,1,0.99915767,0.00084231835
468,Here’s What You Should Do If You Have a ‘Mild’ Case of COVID-19,0,0,0.0005466747,0.99945337
469,Symptoms & Testing,0,0,0.0003296797,0.9996704
470,COVID-19 expert calls for a 'tremendous effort from everyone' to fight pandemic,0,0,0.0002441886,0.9997558
471,Tanker train marked with ÒCOVID-19Ó on its side.,1,1,0.99893135,0.0010685937
